Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Ação de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data    de    Envio da  PC;Dias de Atraso    Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucoo da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execução  Finaceira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano; Contrapartida ; ALERTA de                       Execução Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordão  TCU1203 ; GRAU DE PRIORIDADE ;
768831;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=466461&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES.;Prestação de Contas Concluída;Organização da Sociedade Civil;30/12/2011;06/08/2016;200.000,00;200.000,00;200.000,00;200.000,00; -   ; -   ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;17/10/2018;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;2,50002279632011E+16;0,904666069;;;05/10/2016;-;;2011;0;Negativo;-;-;NÃO;#N/D;*
771253;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=602516&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;NÃO;Complementar a atuação NUTES para a prestação de serviços tecnológicos ao SUS e para o desenvolvimento de tecnologias estratégicas a saúde mediante a aquisição de equipamentos e material permanentes.;Prestação de Contas em Complementação;Administração Pública Estadual ou do Distrito Federal;06/07/2012;29/02/2024;4.036.090,00;3.500.000,00;3.500.000,00;3.833.195,32; -   ;428.389,41;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;23/06/2026;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 97,20%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JOSIELY;25000.102453/2012-42;-;;;28/12/2023;30;"Valor Emenda 23770008 (R$)	R$ 200.000,00 - CÍCERO LUCENA  E  Valor Emenda 25970016 (R$)	R$ 200.000,00 - MAJOR FÁBIO
25000.212915/2014-09
PRESTAÇÃO DE CONTAS APROVADAS COM RESSALVA";2012;92.500,00;Negativo;-;-;NÃO;#N/D;46226
771983;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=598627&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONTRATO DE REPASSE;NÃO;Construção de uma Oficina Ortopédica destinada à confecção e adaptação de órteses e próteses - calçados, palmilhas e meios auxiliares de locomoção, localizada no município de João Pessoa-PB, para atender a demanda das Unidades de Reabilitação Física, proposta esta que compõe a estruturação da Rede de Atenção a Saúde das  Pessoa com Deficiência no Estado da PB.;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;29/09/2012;30/04/2023;765.807,88;247.000,00;247.000,00;726.784,82; -   ;54.239,75;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/06/2023;01/11/2019;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 95,62%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;026178/2012;0,254087;1;A;Sem Vínculo;-;"MONITORAMENTO:  A prestação de contas com indicação de aprovação.              
SITUAÇÃO 1 (FINANCEIRA): PARECER Nº 27/2022-PB/SETER/PB/SEMS/DGIP/SE/MS. 
SITUAÇÃO 2 (FÍSICO):  PARECER TÉCNICO Nº 1003/2023/DAET/CGAE/DAET/SAES/MS.
PRESTAÇÃO DE CONTAS CONCLUÍDA 25/09/2023";2012;513.044,05;Negativo;-;-;NÃO;#N/D;*
771988;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=599459&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONTRATO DE REPASSE;NÃO;Construção de um Centro Especializado de Reabilitação IV (CER IV), no município de Sousa, localizado no Alto-Sertão do Estado da Paraíba  considerando a Portaria n. 835, de 25 de abril de 2012.;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;29/09/2012;30/04/2019;5.500.000,00;1.000.000,00;1.000.000,00;927.869,44; -   ;529.286,89;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;29/06/2019;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 20,00%   |  Convenente: 69,67%;Sem Dados;Sem Dados;Fiscal Não Identificado;026785/2012;-;;;Sem Vínculo;-;;2012;331.713,33;Negativo;-;-;NÃO;#N/D;*
772015;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=607793&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONTRATO DE REPASSE;NÃO;Construção de uma Unidade de Assistência de Alta Complexidade em Oncologia (UNACON), no município de Patos, localizado no alto sertão da Paraíba.;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;28/09/2012;27/05/2018;3.799.699,31;2.788.025,42;2.788.025,42;3.686.624,38; -   ;171.584,61;SIM;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;09/11/2018;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 100,00%   |  Convenente: 97,02%;Sem Dados;Sem Dados;Fiscal Não Identificado;031617/2012;0,47983021;;;Sem Vínculo;-;;2012;1.011.673,89;Negativo;-;-;NÃO;#N/D;*
772458;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=604253&Usr=guest&Pwd=guest;PB;CUITÉ;08732174000150;MUNICIPIO DE CUITE;CONTRATO DE REPASSE;NÃO;Construção de um Centro de Reabilitação em Cuité - PB;Prestação de Contas Concluída;Administração Pública Municipal;01/11/2012;30/12/2018;2.551.021,00;50.000,00;50.000,00; -   ; -   ; -   ;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;28/02/2019;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 2,00%   |  Convenente: 0,00%;Sem Dados;Sem Dados;Fiscal Não Identificado;029482/2012;-;;;Sem Vínculo;-;;2012;0;Negativo;-;-;NÃO;#N/D;*
775277;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=628409&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE HEMATOLOGIA E HEMOTERAPIA;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;11/12/2012;28/06/2018;250.000,00;120.000,00;120.000,00;250.000,00; -   ; -   ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/07/2018;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000.185234/2012-91;0,498060929;;;31/12/2019;-;;2012;81.996,45;Negativo;-;-;NÃO;#N/D;*
775529;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=615760&Usr=guest&Pwd=guest;PB;BELÉM;08928517000157;MUNICIPIO DE BELEM;CONTRATO DE REPASSE;NÃO;Ampliação de estrutura para realização de serviços de referência para Diagnóstico e Tratamento do Câncer de Mama (SDM) e Câncer do Colo do Útero (SRC).;Convênio Anulado;Administração Pública Municipal;01/12/2012;01/11/2015;1.100.000,00; -   ; -   ; -   ; -   ; -   ;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;31/12/2015;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 0,00%   |  Convenente: -;Sem Dados;Sem Dados;Fiscal Não Identificado;035561/2012;-;;;Sem Vínculo;-;;2012;0;Negativo;-;-;NÃO;#N/D;*
776003;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=608169&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;Aquisição de Equipamento e Material Permanente para Unidade de Atenção Especializada em Saúde;Prestação de Contas Concluída;Organização da Sociedade Civil;26/12/2012;30/11/2014;98.000,00;98.000,00;98.000,00;93.000,00; -   ;10.832,90;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/01/2016;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 94,90%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.205211/2012-18;-;;;Sem Vínculo;-;;2012;0;Negativo;-;-;NÃO;#N/D;*
776016;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=608100&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;Aquisição de Equipamento e Material Permanente para Unidade de Atenção Especializada em Saúde;Prestação de Contas Concluída;Organização da Sociedade Civil;26/12/2012;30/11/2014;100.000,00;100.000,00;100.000,00;80.000,00; -   ;27.396,22;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/01/2016;22/09/2017;623;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 80,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000.205219/2012-76;-;;;Sem Vínculo;-;;2012;0;Negativo;-;-;NÃO;#N/D;*
777165;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=599827&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08778268000160;SECRETARIA DE ESTADO DA SAUDE - SES;CONTRATO DE REPASSE;NÃO;Reforma - Adequação da ambiência para  o Hospital Regional de Cajazeiras;Convênio Anulado;Administração Pública Estadual ou do Distrito Federal;31/12/2012;30/12/2016;275.000,00; -   ; -   ; -   ; -   ; -   ;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;28/02/2017;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 0,00%   |  Convenente: -;Sem Dados;Sem Dados;Fiscal Não Identificado;027087/2012;-;;;Sem Vínculo;-;;2012;0;Negativo;-;-;NÃO;#N/D;*
778697;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=625136&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08715618000140;FUNDO MUNICIPAL DE SAUDE;CONVENIO;SIM;Capacitar e mobilizar lideranças dos movimentos negros na pespectiva da promoção da equidade no SUS.;Prestação de Contas Concluída;Administração Pública Municipal;21/12/2012;25/07/2017;208.333,33;200.000,00;200.000,00; -   ; -   ;277.775,46;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;23/09/2017;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;2,50002121492012E+16;0,787753812;;;31/12/2019;-;;2012;17.665,00;Negativo;-;-;NÃO;#N/D;*
779089;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=606027&Usr=guest&Pwd=guest;PB;CUITÉ;08732174000150;MUNICIPIO DE CUITE;CONTRATO DE REPASSE;NÃO;AMPLIAÇÃO DO HOSPITAL E MATERNIDADE MUNICÍPIO DE CUITE - PB;Convênio Anulado;Administração Pública Municipal;31/12/2012;01/07/2015;408.164,00; -   ; -   ; -   ; -   ; -   ;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;30/08/2015;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 0,00%   |  Convenente: -;Sem Dados;Sem Dados;Fiscal Não Identificado;030520/2012;-;;;Sem Vínculo;-;;2012;0;Negativo;-;-;NÃO;#N/D;*
781420;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=605539&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES;Prestação de Contas Concluída;Organização da Sociedade Civil;29/12/2012;02/12/2017;645.960,00;620.000,00;620.000,00;645.960,00; -   ;22.248,94;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;31/01/2018;04/02/2019;369;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;2,50002272092012E+16;-;;;02/12/2016;-;"Monitoramento: Relatórios de Execução Aprovados.                                     
Situação 1: Emitido PARECER FINANCEIRO Nº 21/2019, com atendimento parcial da entidade.                                         
Situação 2: Realizada nova provocação via Aba Esclarecimento em 31/01/2023, sendo analisada a documentação inserida pela convenente no Transferegov. 
PRESTAÇÃO DE CONTAS EM COMPLEMENTAÇÃO";2012;0;Negativo;-;-;NÃO;#N/D;*
781529;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=605538&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DO EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAUDE;Prestação de Contas Concluída;Organização da Sociedade Civil;29/12/2012;30/05/2015;900.000,00;900.000,00;900.000,00;760.000,00; -   ;193.983,04;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/07/2015;26/03/2022;2432;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 84,44%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000.227522/2012-20;-;;;29/07/2016;-;"Monitoramento: Prestação de Contas enviada para análise em 26/03/2022.                                    
Situação 1: Emitida a NOTA TÉCNICA Nº 1/2022-PB/SECON/PB/SEMS/SE/MS.                                         
Situação 2: Emitido PARECER FINANCEIRO Nº 8/2023-PB/DITRE/PB/SEMS/SAA/SE/MS, com prestação de contas em complementação desde 31/03/2023.
PRESTAÇÃO DE CONTAS EM COMPLEMENTAÇÃO";2012;0;Negativo;-;-;NÃO;#N/D;*
782134;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=605544&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DA UNIDADE DE SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;31/12/2012;31/12/2020;957.261,71;950.000,00;950.000,00;957.251,51; -   ;180.366,64;SIM;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;01/03/2021;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 100,00%   |  Convenente: 100,00%;Sem Dados;Sem Dados;Fiscal Não Identificado;030238/2012;0,699741345;;;Sem Vínculo;-;;2012;7.261,71;Negativo;-;-;NÃO;#N/D;*
787289;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=740150&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;NÃO;Reforma de unidade do complexo industrial e produtivo da saúde;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;02/12/2013;30/06/2019;1.685.236,11;1.425.000,00;1.425.000,00;1.685.236,11; -   ;90.412,01;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/08/2019;22/02/2019;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 95,74%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;2,50001620762013E+16;0,711912;1;A;30/04/2017;-;;2013;150.000,00;Negativo;-;-;NÃO;#N/D;*
787296;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=740903&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;NÃO;Construção de Unidade de Complexo Industrial da Saúde;Em execução;Administração Pública Estadual ou do Distrito Federal;20/12/2013;13/12/2026;15.000.000,00;14.000.000,00;4.000.000,00;911.553,70;7.013.031,05; -   ;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;11/02/2027;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 28,57%   |  Convenente: 18,23%;Sem Dados;Sem Dados;FRANCIBERTO;2,50001621562013E+16;-;;;20/09/2022;-;;2013;1.000.000,00;Até 90 dias;Acima de 365 dias;Não;NÃO;4ª Prioridade;*
787665;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=749749&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;NÃO;Aquisição de equipamento para unidade do Complexo Industrial da Saúde;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;20/12/2013;20/11/2018;3.847.569,12;3.448.000,00;3.448.000,00;2.705.591,53; -   ;1.526.484,75;SIM;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;28/11/2019;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 100,00%   |  Convenente: 70,32%;Sem Dados;Sem Dados;FRANCIBERTO;2,50001771012013E+16;0,736608;;;31/12/2021;-;;2013;182.000,00;Negativo;-;-;NÃO;#N/D;*
790686;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=818263&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;31/12/2013;03/12/2019;399.500,00;350.000,00;350.000,00;292.502,17; -   ;141.554,49;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/12/2025;11/04/2019;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 73,22%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JOSIELY;2,50002391872013E+16;0,744316;0,7999999;B;31/12/2025;-;;2013;0;Negativo;-;-;NÃO;#N/D;*
790689;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=819894&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;30/12/2013;05/11/2016;350.000,00;350.000,00;350.000,00;271.700,00; -   ;119.283,20;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;17/05/2018;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 77,63%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;2,50002408072013E+16;0,756031385;;;05/12/2016;-;;2013;0;Negativo;-;-;NÃO;#N/D;*
792576;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=775781&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;NÃO;Construção do laboratório de simulação e usabilidade da UEPB;Prestação de Contas em Análise;Administração Pública Estadual ou do Distrito Federal;21/12/2013;31/08/2024;1.700.000,00;1.614.000,00;1.614.000,00;1.467.731,32; -   ;879.058,30;NÃO;Incompletos;Dados Incompletos;Sem Dados;Dados Incompletos;Indefinida;Dados Incompletos;20/02/2025;;0;Sem Dados;Sem Dados;Sem Dados;Dados Incompletos;Dados Incompletos;FNS: 100,00%   |  Convenente: 82,23%;Sem Dados;Sem Dados;FRANCIBERTO;2,50002127542013E+16;-;;;20/09/2022;518;;2013;170.987,43;Negativo;-;-;NÃO;4ª Prioridade;46226
793024;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=786966&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08715618000140;FUNDO MUNICIPAL DE SAUDE;CONVENIO;NÃO;AMPLIAÇÃO E FORTALECIMENTO DE AÇÕES E SERVIÇOS EM SAÚDE (PROESF);Prestação de Contas Concluída;Administração Pública Municipal;20/12/2013;25/10/2018;106.870,00;100.000,00;100.000,00; -   ; -   ;131.871,35;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/05/2019;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;2,50002130182013E+16;0,759226269;;;16/05/2017;-;;2013;6.870,00;Negativo;-;-;NÃO;#N/D;*
793428;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=804585&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;18/12/2013;17/02/2015;150.000,00;150.000,00;150.000,00;102.300,00; -   ;57.195,39;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;18/04/2015;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 68,20%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;2,50002289452013E+16;-;;;Sem Vínculo;-;;2013;0;Negativo;-;-;NÃO;#N/D;*
794336;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=780938&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08715618000140;FUNDO MUNICIPAL DE SAUDE;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA ATENÇÃO AOS PORTADORES DE DOENÇAS HEMATOLÓGICAS;Prestação de Contas Concluída;Administração Pública Municipal;12/11/2014;16/11/2017;132.000,00;120.000,00;120.000,00;132.000,00; -   ;31.322,56;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;07/11/2019;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 91,67%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;2,50002065612013E+16;0,722042342;;;31/12/2019;-;;2013;24.000,00;Negativo;-;-;NÃO;#N/D;*
